	Ctenosaura_bakeri	Cachryx_defensor	Iguana_delicatissima	Iguana_iguana	Cyclura_pinguis	Gambelia_wislizenii	Basiliscus_vittatus	Corytophanes_hernandesii	Laemanctus_serratus	Anolis_apletophallus	Anolis_lemurinus	Anolis_rodriguezii	Anolis_tropidonotus	Anolis_sericeus	Anolis_planiceps	Anolis_sagrei	Anolis_carolinensis	Sceloporus_tristichus	Sceloporus_undulatus	Sceloporus_occidentalis	Sceloporus_chrysostictus	Urosaurus_nigricaudus	Phrynosoma_platyrhinos	Phrynosoma_blainvillii	Calotes_versicolor	Agama_finchi	Agama_doriae	Xenagama_zonura	Acanthocercus_atricollis	Acanthocercus_guentherpetersi	Acanthocercus_cyanogaster	Acanthocercus_annectans	Phrynocephalus_versicolor	Phrynocephalus_vlangalii	Phrynocephalus_putjatai	Phrynocephalus_forsythii	Laudakia_wui	Pogona_vitticeps	Intellagama_lesueurii	Trioceros_balebicornutus	Trioceros_harennae	Trioceros_affinis	Chamaeleo_calyptratus	Chamaeleo_gracilis	Chamaeleo_laevigatus	Chamaeleo_dilepis	Bradypodion_ventrale	Bradypodion_pumilum	Furcifer_pardalis	Elgaria_multicarinata	Ophisaurus_attenuatus	Anniella_stebbinsi	Varanus_macraei	Varanus_salvator	Varanus_acanthurus	Varanus_komodoensis	Varanus_albigularis	Varanus_niloticus	Shinisaurus_crocodilurus	Acrochordus_granulatus	Latastia_doriai	Darevskia_unisexualis	Darevskia_armeniaca	Darevskia_mixta	Darevskia_valentini	Lacerta_agilis	Lacerta_bilineata	Lacerta_viridis	Zootoca_vivipara	Podarcis_bocagei	Podarcis_vaucheri	Podarcis_liolepis	Podarcis_muralis	Podarcis_raffonei	Podarcis_siculus	Podarcis_tiliguerta	Podarcis_filfolensis	Podarcis_cretensis	Podarcis_pityusensis	Podarcis_lilfordi	Podarcis_gaigeae	Podarcis_melisellensis	Podarcis_erhardii	Gallotia_galloti	Rhineura_floridana	Tretioscincus_oriximinensis	Calyptommatus_sinebrachiatus	Bachia_flavescens	Aspidoscelis_angusticeps	Aspidoscelis_marmoratus	Aspidoscelis_tigris	Holcosus_undulatus	Kentropyx_calcarata	Ameiva_ameiva	Tupinambis_teguixin	Salvator_merianae	Carinascincus_ocellatus	Cryptoblepharus_egeriae	Acritoscincus_duperreyi	Mochlus_sundevallii	Trachylepis_striata	Trachylepis_maculilabris	Trachylepis_brevicollis	Marisora_unimarginata	Tiliqua_scincoides	Tiliqua_occipitalis	Lerista_edwardsae	Mesoscincus_schwartzei	Plestiodon_gilberti	Cordylus_rivae	Hemicordylus_capensis	Paroedura_picta	Gekko_japonicus	Gekko_gecko	Lepidodactylus_listeri	Heteronotia_binoei	Hemidactylus_brookii	Hemidactylus_flaviviridis	Hemidactylus_macropholis	Mediodactylus_kotschyi	Asaccus_caudivolvulus	Thecadactylus_rapicauda	Tarentola_annularis	Sphaerodactylus_townsendi	Sphaerodactylus_glaucus	Gonatodes_alexandermendesi	Teratoscincus_roborowskii	Euleptes_europaea	Correlophus_ciliatus	Eublepharis_macularius	Coleonyx_elegans
Gekko_gecko	426.3841998182	426.3841998182	426.3841998182	426.3841998182	426.3841998192	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998072	426.3841998072	426.3841998082	426.3841998072	426.3841998112	426.3841998062	426.3841998042	426.3841998082	426.3841998082	426.3841998082	426.3841998072	426.3841998002	426.3841997982	426.3841998082	426.3841998082	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998102	426.3841998092	426.3841998092	426.3841998092	426.3841998062	426.3841998082	426.3841998082	426.3841998203	426.3841998203	426.3841998203	426.3841998103	426.3841998103	426.3841998103	426.3841998103	426.3841998143	426.3841998143	426.3841998182	426.3841997982	426.3841997982	426.3841998082	426.3841998034	426.3841998034	426.3841997992	426.3841997992	426.3841998022	426.3841998022	426.3841998402	315.786199838	426.384199803	426.3841998015	426.3841998005	426.3841998005	426.3841997955	426.3841998055	426.3841998055	426.3841998055	426.384199803	426.3841998054	426.3841998054	426.3841998062	426.3841998062	426.384199806	426.384199806	426.384199806	426.384199806	426.3841998062	426.384199806	426.384199806	426.384199806	426.384199806	426.384199803	426.384199813	426.384199733	426.384199813	426.384199813	426.384199813	426.384199816	426.384199811	426.384199811	426.384199816	426.384199809	426.384199809	426.384199804	426.384199804	426.3841997919	426.3841997919	426.384199785	426.384199805	426.384199806	426.384199806	426.384199811	426.384199801	426.384199789	426.384199789	426.384199759	426.384199794	426.384199794	426.384199754	426.384199754	135.933837937	77.39970308	0	95.658963502	129.773811792	136.52652003	136.52652003	136.526520033	136.526520023	157.310200113	157.310200113	157.310200113	187.125000163	187.125000163	187.125000153	187.125000153	187.125000153	216.794200003	230.466200017	230.466200027
Lepidodactylus_listeri	426.3841998162	426.3841998162	426.3841998162	426.3841998162	426.3841998172	426.3841998042	426.3841998042	426.3841998042	426.3841998042	426.3841998052	426.3841998052	426.3841998062	426.3841998052	426.3841998092	426.3841998042	426.3841998022	426.3841998062	426.3841998062	426.3841998062	426.3841998052	426.3841997982	426.3841997962	426.3841998062	426.3841998062	426.3841998002	426.3841998002	426.3841998002	426.3841998002	426.3841998002	426.3841998002	426.3841998002	426.3841998002	426.3841998082	426.3841998072	426.3841998072	426.3841998072	426.3841998042	426.3841998062	426.3841998062	426.3841998183	426.3841998183	426.3841998183	426.3841998083	426.3841998083	426.3841998083	426.3841998083	426.3841998123	426.3841998123	426.3841998162	426.3841997962	426.3841997962	426.3841998062	426.3841998014	426.3841998014	426.3841997972	426.3841997972	426.3841998002	426.3841998002	426.3841998382	315.786199836	426.384199801	426.3841997995	426.3841997985	426.3841997985	426.3841997935	426.3841998035	426.3841998035	426.3841998035	426.384199801	426.3841998034	426.3841998034	426.3841998042	426.3841998042	426.384199804	426.384199804	426.384199804	426.384199804	426.3841998042	426.384199804	426.384199804	426.384199804	426.384199804	426.384199801	426.384199811	426.384199731	426.384199811	426.384199811	426.384199811	426.384199814	426.384199809	426.384199809	426.384199814	426.384199807	426.384199807	426.384199802	426.384199802	426.3841997899	426.3841997899	426.384199783	426.384199803	426.384199804	426.384199804	426.384199809	426.384199799	426.384199787	426.384199787	426.384199757	426.384199792	426.384199792	426.384199752	426.384199752	135.933837935	95.658963502	95.658963502	0	129.77381179	136.526520028	136.526520028	136.526520031	136.526520021	157.310200111	157.310200111	157.310200111	187.125000161	187.125000161	187.125000151	187.125000151	187.125000151	216.794200001	230.466200015	230.466200025
Heteronotia_binoei	426.3841998262	426.3841998262	426.3841998262	426.3841998262	426.3841998272	426.3841998142	426.3841998142	426.3841998142	426.3841998142	426.3841998152	426.3841998152	426.3841998162	426.3841998152	426.3841998192	426.3841998142	426.3841998122	426.3841998162	426.3841998162	426.3841998162	426.3841998152	426.3841998082	426.3841998062	426.3841998162	426.3841998162	426.3841998102	426.3841998102	426.3841998102	426.3841998102	426.3841998102	426.3841998102	426.3841998102	426.3841998102	426.3841998182	426.3841998172	426.3841998172	426.3841998172	426.3841998142	426.3841998162	426.3841998162	426.3841998283	426.3841998283	426.3841998283	426.3841998183	426.3841998183	426.3841998183	426.3841998183	426.3841998223	426.3841998223	426.3841998262	426.3841998062	426.3841998062	426.3841998162	426.3841998114	426.3841998114	426.3841998072	426.3841998072	426.3841998102	426.3841998102	426.3841998482	315.786199846	426.384199811	426.3841998095	426.3841998085	426.3841998085	426.3841998035	426.3841998135	426.3841998135	426.3841998135	426.384199811	426.3841998134	426.3841998134	426.3841998142	426.3841998142	426.384199814	426.384199814	426.384199814	426.384199814	426.3841998142	426.384199814	426.384199814	426.384199814	426.384199814	426.384199811	426.384199821	426.384199741	426.384199821	426.384199821	426.384199821	426.384199824	426.384199819	426.384199819	426.384199824	426.384199817	426.384199817	426.384199812	426.384199812	426.3841997999	426.3841997999	426.384199793	426.384199813	426.384199814	426.384199814	426.384199819	426.384199809	426.384199797	426.384199797	426.384199767	426.384199802	426.384199802	426.384199762	426.384199762	135.933837945	129.773811792	129.773811792	129.77381179	0	136.526520038	136.526520038	136.526520041	136.526520031	157.310200121	157.310200121	157.310200121	187.125000171	187.125000171	187.125000161	187.125000161	187.125000161	216.794200011	230.466200025	230.466200035
Hemidactylus_brookii	426.3841998222	426.3841998222	426.3841998222	426.3841998222	426.3841998232	426.3841998102	426.3841998102	426.3841998102	426.3841998102	426.3841998112	426.3841998112	426.3841998122	426.3841998112	426.3841998152	426.3841998102	426.3841998082	426.3841998122	426.3841998122	426.3841998122	426.3841998112	426.3841998042	426.3841998022	426.3841998122	426.3841998122	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998142	426.3841998132	426.3841998132	426.3841998132	426.3841998102	426.3841998122	426.3841998122	426.3841998243	426.3841998243	426.3841998243	426.3841998143	426.3841998143	426.3841998143	426.3841998143	426.3841998183	426.3841998183	426.3841998222	426.3841998022	426.3841998022	426.3841998122	426.3841998074	426.3841998074	426.3841998032	426.3841998032	426.3841998062	426.3841998062	426.3841998442	315.786199842	426.384199807	426.3841998055	426.3841998045	426.3841998045	426.3841997995	426.3841998095	426.3841998095	426.3841998095	426.384199807	426.3841998094	426.3841998094	426.3841998102	426.3841998102	426.38419981	426.38419981	426.38419981	426.38419981	426.3841998102	426.38419981	426.38419981	426.38419981	426.38419981	426.384199807	426.384199817	426.384199737	426.384199817	426.384199817	426.384199817	426.38419982	426.384199815	426.384199815	426.38419982	426.384199813	426.384199813	426.384199808	426.384199808	426.3841997959	426.3841997959	426.384199789	426.384199809	426.38419981	426.38419981	426.384199815	426.384199805	426.384199793	426.384199793	426.384199763	426.384199798	426.384199798	426.384199758	426.384199758	136.526520033	136.52652003	136.52652003	136.526520028	136.526520038	0	57.40841024	73.495234737	104.095066167	157.310200117	157.310200117	157.310200117	187.125000167	187.125000167	187.125000157	187.125000157	187.125000157	216.794200007	230.466200021	230.466200031
Hemidactylus_flaviviridis	426.3841998222	426.3841998222	426.3841998222	426.3841998222	426.3841998232	426.3841998102	426.3841998102	426.3841998102	426.3841998102	426.3841998112	426.3841998112	426.3841998122	426.3841998112	426.3841998152	426.3841998102	426.3841998082	426.3841998122	426.3841998122	426.3841998122	426.3841998112	426.3841998042	426.3841998022	426.3841998122	426.3841998122	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998142	426.3841998132	426.3841998132	426.3841998132	426.3841998102	426.3841998122	426.3841998122	426.3841998243	426.3841998243	426.3841998243	426.3841998143	426.3841998143	426.3841998143	426.3841998143	426.3841998183	426.3841998183	426.3841998222	426.3841998022	426.3841998022	426.3841998122	426.3841998074	426.3841998074	426.3841998032	426.3841998032	426.3841998062	426.3841998062	426.3841998442	315.786199842	426.384199807	426.3841998055	426.3841998045	426.3841998045	426.3841997995	426.3841998095	426.3841998095	426.3841998095	426.384199807	426.3841998094	426.3841998094	426.3841998102	426.3841998102	426.38419981	426.38419981	426.38419981	426.38419981	426.3841998102	426.38419981	426.38419981	426.38419981	426.38419981	426.384199807	426.384199817	426.384199737	426.384199817	426.384199817	426.384199817	426.38419982	426.384199815	426.384199815	426.38419982	426.384199813	426.384199813	426.384199808	426.384199808	426.3841997959	426.3841997959	426.384199789	426.384199809	426.38419981	426.38419981	426.384199815	426.384199805	426.384199793	426.384199793	426.384199763	426.384199798	426.384199798	426.384199758	426.384199758	136.526520033	136.52652003	136.52652003	136.526520028	136.526520038	57.40841024	0	73.495234737	104.095066167	157.310200117	157.310200117	157.310200117	187.125000167	187.125000167	187.125000157	187.125000157	187.125000157	216.794200007	230.466200021	230.466200031
Hemidactylus_macropholis	426.3841998252	426.3841998252	426.3841998252	426.3841998252	426.3841998262	426.3841998132	426.3841998132	426.3841998132	426.3841998132	426.3841998142	426.3841998142	426.3841998152	426.3841998142	426.3841998182	426.3841998132	426.3841998112	426.3841998152	426.3841998152	426.3841998152	426.3841998142	426.3841998072	426.3841998052	426.3841998152	426.3841998152	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998172	426.3841998162	426.3841998162	426.3841998162	426.3841998132	426.3841998152	426.3841998152	426.3841998273	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998173	426.3841998213	426.3841998213	426.3841998252	426.3841998052	426.3841998052	426.3841998152	426.3841998104	426.3841998104	426.3841998062	426.3841998062	426.3841998092	426.3841998092	426.3841998472	315.786199845	426.38419981	426.3841998085	426.3841998075	426.3841998075	426.3841998025	426.3841998125	426.3841998125	426.3841998125	426.38419981	426.3841998124	426.3841998124	426.3841998132	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.38419981	426.38419982	426.38419974	426.38419982	426.38419982	426.38419982	426.384199823	426.384199818	426.384199818	426.384199823	426.384199816	426.384199816	426.384199811	426.384199811	426.3841997989	426.3841997989	426.384199792	426.384199812	426.384199813	426.384199813	426.384199818	426.384199808	426.384199796	426.384199796	426.384199766	426.384199801	426.384199801	426.384199761	426.384199761	136.526520036	136.526520033	136.526520033	136.526520031	136.526520041	73.495234737	73.495234737	0	104.09506617	157.31020012	157.31020012	157.31020012	187.12500017	187.12500017	187.12500016	187.12500016	187.12500016	216.79420001	230.466200024	230.466200034
Mediodactylus_kotschyi	426.3841998152	426.3841998152	426.3841998152	426.3841998152	426.3841998162	426.3841998032	426.3841998032	426.3841998032	426.3841998032	426.3841998042	426.3841998042	426.3841998052	426.3841998042	426.3841998082	426.3841998032	426.3841998012	426.3841998052	426.3841998052	426.3841998052	426.3841998042	426.3841997972	426.3841997952	426.3841998052	426.3841998052	426.3841997992	426.3841997992	426.3841997992	426.3841997992	426.3841997992	426.3841997992	426.3841997992	426.3841997992	426.3841998072	426.3841998062	426.3841998062	426.3841998062	426.3841998032	426.3841998052	426.3841998052	426.3841998173	426.3841998173	426.3841998173	426.3841998073	426.3841998073	426.3841998073	426.3841998073	426.3841998113	426.3841998113	426.3841998152	426.3841997952	426.3841997952	426.3841998052	426.3841998004	426.3841998004	426.3841997962	426.3841997962	426.3841997992	426.3841997992	426.3841998372	315.786199835	426.3841998	426.3841997985	426.3841997975	426.3841997975	426.3841997925	426.3841998025	426.3841998025	426.3841998025	426.3841998	426.3841998024	426.3841998024	426.3841998032	426.3841998032	426.384199803	426.384199803	426.384199803	426.384199803	426.3841998032	426.384199803	426.384199803	426.384199803	426.384199803	426.3841998	426.38419981	426.38419973	426.38419981	426.38419981	426.38419981	426.384199813	426.384199808	426.384199808	426.384199813	426.384199806	426.384199806	426.384199801	426.384199801	426.3841997889	426.3841997889	426.384199782	426.384199802	426.384199803	426.384199803	426.384199808	426.384199798	426.384199786	426.384199786	426.384199756	426.384199791	426.384199791	426.384199751	426.384199751	136.526520026	136.526520023	136.526520023	136.526520021	136.526520031	104.095066167	104.095066167	104.09506617	0	157.31020011	157.31020011	157.31020011	187.12500016	187.12500016	187.12500015	187.12500015	187.12500015	216.7942	230.466200014	230.466200024
Asaccus_caudivolvulus	426.3841998252	426.3841998252	426.3841998252	426.3841998252	426.3841998262	426.3841998132	426.3841998132	426.3841998132	426.3841998132	426.3841998142	426.3841998142	426.3841998152	426.3841998142	426.3841998182	426.3841998132	426.3841998112	426.3841998152	426.3841998152	426.3841998152	426.3841998142	426.3841998072	426.3841998052	426.3841998152	426.3841998152	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998172	426.3841998162	426.3841998162	426.3841998162	426.3841998132	426.3841998152	426.3841998152	426.3841998273	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998173	426.3841998213	426.3841998213	426.3841998252	426.3841998052	426.3841998052	426.3841998152	426.3841998104	426.3841998104	426.3841998062	426.3841998062	426.3841998092	426.3841998092	426.3841998472	315.786199845	426.38419981	426.3841998085	426.3841998075	426.3841998075	426.3841998025	426.3841998125	426.3841998125	426.3841998125	426.38419981	426.3841998124	426.3841998124	426.3841998132	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.38419981	426.38419982	426.38419974	426.38419982	426.38419982	426.38419982	426.384199823	426.384199818	426.384199818	426.384199823	426.384199816	426.384199816	426.384199811	426.384199811	426.3841997989	426.3841997989	426.384199792	426.384199812	426.384199813	426.384199813	426.384199818	426.384199808	426.384199796	426.384199796	426.384199766	426.384199801	426.384199801	426.384199761	426.384199761	157.310200116	157.310200113	157.310200113	157.310200111	157.310200121	157.310200117	157.310200117	157.31020012	157.31020011	0	110.72454482	133.76360076	187.12500017	187.12500017	187.12500016	187.12500016	187.12500016	216.79420001	230.466200024	230.466200034
Thecadactylus_rapicauda	426.3841998252	426.3841998252	426.3841998252	426.3841998252	426.3841998262	426.3841998132	426.3841998132	426.3841998132	426.3841998132	426.3841998142	426.3841998142	426.3841998152	426.3841998142	426.3841998182	426.3841998132	426.3841998112	426.3841998152	426.3841998152	426.3841998152	426.3841998142	426.3841998072	426.3841998052	426.3841998152	426.3841998152	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998172	426.3841998162	426.3841998162	426.3841998162	426.3841998132	426.3841998152	426.3841998152	426.3841998273	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998173	426.3841998213	426.3841998213	426.3841998252	426.3841998052	426.3841998052	426.3841998152	426.3841998104	426.3841998104	426.3841998062	426.3841998062	426.3841998092	426.3841998092	426.3841998472	315.786199845	426.38419981	426.3841998085	426.3841998075	426.3841998075	426.3841998025	426.3841998125	426.3841998125	426.3841998125	426.38419981	426.3841998124	426.3841998124	426.3841998132	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.38419981	426.38419982	426.38419974	426.38419982	426.38419982	426.38419982	426.384199823	426.384199818	426.384199818	426.384199823	426.384199816	426.384199816	426.384199811	426.384199811	426.3841997989	426.3841997989	426.384199792	426.384199812	426.384199813	426.384199813	426.384199818	426.384199808	426.384199796	426.384199796	426.384199766	426.384199801	426.384199801	426.384199761	426.384199761	157.310200116	157.310200113	157.310200113	157.310200111	157.310200121	157.310200117	157.310200117	157.31020012	157.31020011	110.72454482	0	133.76360076	187.12500017	187.12500017	187.12500016	187.12500016	187.12500016	216.79420001	230.466200024	230.466200034
Tarentola_annularis	426.3841998252	426.3841998252	426.3841998252	426.3841998252	426.3841998262	426.3841998132	426.3841998132	426.3841998132	426.3841998132	426.3841998142	426.3841998142	426.3841998152	426.3841998142	426.3841998182	426.3841998132	426.3841998112	426.3841998152	426.3841998152	426.3841998152	426.3841998142	426.3841998072	426.3841998052	426.3841998152	426.3841998152	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998172	426.3841998162	426.3841998162	426.3841998162	426.3841998132	426.3841998152	426.3841998152	426.3841998273	426.3841998273	426.3841998273	426.3841998173	426.3841998173	426.3841998173	426.3841998173	426.3841998213	426.3841998213	426.3841998252	426.3841998052	426.3841998052	426.3841998152	426.3841998104	426.3841998104	426.3841998062	426.3841998062	426.3841998092	426.3841998092	426.3841998472	315.786199845	426.38419981	426.3841998085	426.3841998075	426.3841998075	426.3841998025	426.3841998125	426.3841998125	426.3841998125	426.38419981	426.3841998124	426.3841998124	426.3841998132	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.3841998132	426.384199813	426.384199813	426.384199813	426.384199813	426.38419981	426.38419982	426.38419974	426.38419982	426.38419982	426.38419982	426.384199823	426.384199818	426.384199818	426.384199823	426.384199816	426.384199816	426.384199811	426.384199811	426.3841997989	426.3841997989	426.384199792	426.384199812	426.384199813	426.384199813	426.384199818	426.384199808	426.384199796	426.384199796	426.384199766	426.384199801	426.384199801	426.384199761	426.384199761	157.310200116	157.310200113	157.310200113	157.310200111	157.310200121	157.310200117	157.310200117	157.31020012	157.31020011	133.76360076	133.76360076	0	187.12500017	187.12500017	187.12500016	187.12500016	187.12500016	216.79420001	230.466200024	230.466200034
